datetime;Rs;u2;Tmax;Tmin;RH;pr;ETo
2003-05-12;13.9;1.0;24.6;12.1;75.6;0.1;2.1
2003-05-13;12.0;1.3;23.2;12.3;81.6;0.0;1.9
2003-05-14;11.6;1.4;23.8;14.2;81.5;0.1;1.9
2003-05-15;8.9;1.4;25.2;14.7;76.4;0.1;1.9
2003-05-16;5.7;1.1;22.8;15.2;79.7;0.0;1.4
2003-05-17;8.3;2.8;26.2;17.8;79.2;0.0;2.2
2003-05-18;4.9;2.5;17.8;13.9;93.9;11.0;0.9
2003-05-19;3.5;2.1;17.0;14.9;93.9;43.3;0.8
2003-05-20;4.6;1.5;19.2;15.3;91.2;61.0;1.0
2003-05-21;6.5;1.2;25.0;16.8;81.3;3.0;1.5
2003-05-22;4.8;1.5;20.4;17.4;90.6;12.7;1.0
2003-05-23;10.2;2.2;19.2;13.4;76.4;19.7;1.8
2003-05-24;13.4;2.3;16.1;5.8;70.9;7.0;1.9
2003-05-25;10.7;1.6;14.4;4.4;74.8;0.0;1.4
2003-05-26;10.9;1.9;18.8;4.5;76.5;0.0;1.7
2003-05-27;13.5;1.1;17.8;6.6;68.4;0.0;1.6
2003-05-28;12.0;1.1;20.7;7.9;66.4;0.0;1.7
2003-05-29;9.4;1.9;22.4;11.4;65.9;0.0;2.1
2003-05-30;11.2;1.7;22.7;13.2;69.8;0.0;2.0
2003-05-31;10.7;1.6;26.7;14.7;76.4;0.0;2.1
2003-06-01;4.0;1.6;18.5;16.7;91.2;21.0;0.9
2003-06-02;4.9;2.0;18.5;11.1;89.6;19.5;1.0
2003-06-03;7.0;3.8;12.6;7.1;85.8;52.5;1.1
2003-06-04;10.7;1.8;15.7;4.4;86.4;0.0;1.2
2003-06-05;6.2;1.0;15.5;8.2;88.1;0.1;0.9
2003-06-06;12.5;1.3;19.1;8.7;82.6;0.1;1.4
2003-06-07;9.4;2.3;14.0;7.1;84.6;0.0;1.2
2003-06-08;11.0;2.0;11.7;0.9;75.2;0.0;1.3
2003-06-09;4.9;1.4;11.8;3.4;89.5;0.0;0.8
2003-06-10;3.7;0.8;14.1;10.3;96.4;1.9;0.7
2003-06-11;9.0;1.1;17.4;10.6;85.6;16.3;1.1
2003-06-12;6.9;1.3;16.9;5.9;89.1;1.0;1.0
2003-06-13;4.1;1.1;15.8;11.7;93.6;2.4;0.7
2003-06-14;6.0;1.5;18.9;10.9;85.6;0.0;1.1
2003-06-15;4.7;2.3;18.9;13.8;89.1;0.0;1.1
2003-06-16;4.2;1.4;16.2;10.0;95.3;2.0;0.7
2003-06-17;4.3;1.4;14.5;10.0;96.9;13.2;0.7
2003-06-18;4.4;1.5;16.9;13.6;96.4;1.4;0.7
2003-06-19;6.3;0.8;24.9;11.0;90.6;0.9;1.1
2003-06-20;7.7;1.2;17.0;9.9;92.1;0.1;1.0
2003-06-21;7.3;1.1;21.1;11.3;91.2;13.3;1.1
2003-06-22;10.7;1.5;22.0;8.5;89.0;0.1;1.4
2003-06-23;7.4;1.6;24.2;15.5;82.1;0.2;1.5
2003-06-24;5.0;1.2;21.0;14.7;86.9;0.1;1.1
2003-06-25;8.0;1.3;24.3;14.9;89.3;0.0;1.3
2003-06-26;9.1;1.1;21.7;14.2;89.8;0.1;1.2
2003-06-27;9.4;1.3;21.8;14.7;86.0;0.1;1.4
2003-06-28;7.5;1.0;21.6;14.5;87.4;0.0;1.2
2003-06-29;6.3;1.5;14.8;10.5;88.2;1.6;0.9
2003-06-30;11.4;1.0;23.1;10.3;81.7;0.0;1.5
2003-07-01;6.4;1.1;24.9;11.4;85.7;0.0;1.3
2003-07-02;4.7;1.2;18.8;10.7;92.2;0.0;0.9
2003-07-03;10.2;1.0;23.4;11.9;88.4;0.0;1.4
2003-07-04;10.1;1.9;23.4;13.4;79.9;0.1;1.8
2003-07-05;4.4;1.7;17.6;10.2;91.4;4.1;0.9
2003-07-06;11.3;1.4;16.8;7.8;82.2;7.5;1.3
2003-07-07;12.0;0.9;17.7;8.5;81.1;0.1;1.3
2003-07-08;3.9;1.1;15.6;8.8;94.6;0.1;0.7
2003-07-09;13.0;2.2;15.6;1.5;68.8;1.2;1.8
2003-07-10;12.6;1.5;13.8;-0.2;65.0;0.0;1.5
2003-07-11;13.1;1.3;11.0;0.5;72.6;0.0;1.2
2003-07-12;13.3;1.3;11.3;1.2;75.5;0.0;1.2
2003-07-13;12.3;1.6;14.3;1.0;76.1;0.0;1.4
2003-07-14;10.9;1.5;18.0;5.3;81.1;0.0;1.4
2003-07-15;4.7;1.4;15.2;6.9;87.1;11.1;0.9
2003-07-16;13.6;1.2;14.8;1.4;66.6;4.5;1.5
2003-07-17;13.5;0.8;14.7;5.3;64.5;0.0;1.4
2003-07-18;7.4;1.5;19.5;5.3;82.1;0.0;1.4
2003-07-19;12.0;1.7;25.9;14.0;74.4;0.0;2.2
2003-07-20;12.8;3.8;28.1;17.1;63.6;0.0;3.8
2003-07-21;9.0;2.8;22.9;7.1;57.2;0.0;2.9
2003-07-22;8.2;2.2;13.8;1.6;83.9;0.0;1.2
2003-07-23;5.2;1.7;13.9;9.3;92.6;0.3;0.8
2003-07-24;3.7;2.4;10.5;8.1;94.6;0.5;0.7
2003-07-25;3.6;2.9;9.9;6.2;92.6;9.9;0.7
2003-07-26;5.2;2.8;15.6;8.5;89.3;10.7;1.1
2003-07-27;4.8;1.8;16.5;12.6;91.6;0.0;0.9
2003-07-28;7.1;1.3;23.0;14.6;86.1;0.0;1.4
2003-07-29;8.3;1.4;18.7;10.5;83.7;1.0;1.4
2003-07-30;14.5;1.0;20.1;5.9;74.6;0.3;1.8
2003-07-31;14.7;1.0;19.3;8.8;76.6;0.0;1.8
2003-08-01;14.0;1.2;22.5;7.9;79.2;0.0;2.0
2003-08-02;13.1;1.4;24.0;10.6;80.2;0.0;2.1
2003-08-03;10.3;1.8;24.2;12.4;84.6;0.0;1.9
2003-08-04;5.6;1.1;21.1;14.2;88.6;11.0;1.2
2003-08-05;5.7;1.4;18.1;10.2;92.0;56.8;1.1
2003-08-06;11.5;3.4;11.7;4.5;77.9;3.4;1.6
2003-08-07;15.5;2.3;17.9;4.1;70.8;0.1;2.3
2003-08-08;11.3;2.2;18.8;5.4;75.1;0.5;2.0
2003-08-09;13.8;2.0;12.5;2.2;79.6;1.0;1.6
2003-08-10;15.3;1.1;14.6;2.3;79.1;0.1;1.6
2003-08-11;16.2;1.2;17.0;2.3;80.6;0.1;1.8
2003-08-12;13.3;1.3;21.7;6.9;76.2;0.1;2.0
2003-08-13;11.2;0.9;21.4;8.0;75.2;0.0;1.8
2003-08-14;13.2;0.9;20.6;11.8;80.5;0.0;1.9
2003-08-15;6.6;2.2;14.1;8.6;84.1;0.0;1.3
2003-08-16;15.7;1.6;15.0;4.2;73.6;0.0;1.9
2003-08-17;17.2;1.0;17.4;6.1;61.0;0.0;2.2
2003-08-18;16.7;2.4;22.4;6.1;62.0;0.0;3.2
2003-08-19;16.9;2.6;25.1;9.7;57.7;0.0;3.7
2003-08-20;16.4;2.1;27.8;12.2;57.5;0.0;3.7
2003-08-21;14.7;3.4;29.9;15.7;49.4;0.0;5.1
2003-08-22;4.9;3.8;24.1;7.8;82.9;10.1;2.2
2003-08-23;6.0;3.5;10.2;8.3;93.4;32.1;0.9
2003-08-24;9.0;2.6;12.7;5.7;86.7;13.8;1.3
2003-08-25;14.1;1.6;13.5;3.0;75.4;2.5;1.8
2003-08-26;17.7;0.9;14.9;2.9;69.8;0.0;2.0
2003-08-27;12.3;1.2;11.2;3.4;78.3;0.0;1.5
2003-08-28;11.9;2.2;13.5;3.2;81.8;0.3;1.6
2003-08-29;15.8;2.1;14.0;4.2;77.3;0.0;2.0
2003-08-30;15.5;2.1;15.5;4.7;77.4;0.0;2.1
2003-08-31;15.8;2.2;17.0;4.5;77.0;0.0;2.3
2003-09-01;18.8;1.5;19.3;5.5;70.8;0.0;2.7
2003-09-02;19.0;1.5;21.4;5.9;66.2;0.1;2.9
2003-09-03;18.2;1.3;25.0;8.3;70.7;0.0;3.0
2003-09-04;18.0;2.1;24.8;12.7;66.9;0.0;3.5
2003-09-05;13.6;2.4;28.0;13.8;69.0;0.1;3.4
2003-09-06;18.1;3.3;31.5;16.9;59.4;0.1;5.2
2003-09-07;5.8;2.6;24.4;15.1;79.4;4.2;2.1
2003-09-08;7.2;2.1;17.4;10.3;94.4;29.6;1.2
2003-09-09;12.8;3.1;14.9;7.2;76.6;20.7;2.1
2003-09-10;20.6;1.6;15.5;3.6;61.1;0.0;2.8
2003-09-11;20.9;1.3;17.2;5.3;58.9;0.0;2.9
2003-09-12;21.6;1.7;21.5;5.9;55.9;0.0;3.5
2003-09-13;21.1;2.8;16.1;5.8;64.2;0.0;3.1
2003-09-14;21.4;2.4;15.2;3.1;69.9;0.0;2.8
2003-09-15;16.7;2.9;15.2;3.2;73.4;0.0;2.5
2003-09-16;18.2;2.7;16.6;5.9;73.7;0.0;2.7
2003-09-17;21.4;1.5;17.1;3.6;71.2;0.0;2.8
2003-09-18;20.5;1.5;22.9;6.5;67.2;0.0;3.4
2003-09-19;13.5;2.2;28.9;11.2;75.4;3.5;3.4
2003-09-20;16.2;2.6;17.8;7.5;69.9;7.8;2.8
2003-09-21;13.1;2.0;22.0;8.5;75.3;1.2;2.7
2003-09-22;14.4;2.3;26.2;15.4;76.7;1.6;3.2
2003-09-23;10.3;2.1;22.8;16.9;83.7;0.0;2.2
2003-09-24;9.7;1.7;19.1;13.9;83.6;1.1;1.9
2003-09-25;8.2;1.9;19.5;9.9;79.5;1.4;1.9
2003-09-26;12.2;2.0;19.6;10.6;84.3;0.0;2.2
2003-09-27;18.1;1.2;22.5;12.2;74.5;0.0;3.1
2003-09-28;12.0;1.6;17.7;9.3;77.7;5.1;2.2
2003-09-29;20.3;1.8;18.8;2.9;75.9;2.1;2.9
2003-09-30;24.2;1.8;22.7;8.3;71.6;0.3;3.8
2003-10-01;21.9;1.8;28.1;11.5;71.2;0.1;4.3
2003-10-02;9.1;0.8;24.6;17.7;79.4;0.0;2.1
2003-10-03;8.7;1.7;21.0;13.7;90.5;0.3;1.7
2003-10-04;10.7;1.3;25.9;17.8;87.4;1.9;2.3
2003-10-05;8.2;0.8;22.3;17.0;89.8;5.6;1.7
2003-10-06;20.6;1.6;23.6;15.0;81.2;1.8;3.5
2003-10-07;22.8;2.4;24.7;12.1;79.5;0.0;3.9
2003-10-08;11.1;2.4;25.1;15.7;88.4;0.0;2.4
2003-10-09;19.5;1.5;24.3;15.0;74.1;24.6;3.6
2003-10-10;12.4;1.7;18.0;7.7;76.8;0.0;2.3
2003-10-11;25.9;1.8;16.6;3.2;69.6;0.2;3.4
2003-10-12;26.1;1.3;17.0;3.7;69.7;0.0;3.4
2003-10-13;26.0;1.8;20.5;4.8;67.1;0.0;3.9
2003-10-14;26.1;1.6;24.8;8.2;63.9;0.0;4.5
2003-10-15;26.5;2.1;26.9;10.9;60.0;0.0;5.1
2003-10-16;26.4;1.7;30.3;13.0;61.0;0.0;5.4
2003-10-17;25.5;1.4;30.5;15.5;58.1;0.0;5.2
2003-10-18;23.3;2.3;32.9;17.1;60.1;0.5;5.8
2003-10-19;18.3;1.3;24.5;15.8;71.6;13.3;3.6
2003-10-20;12.5;1.6;22.0;11.6;82.1;0.0;2.5
2003-10-21;25.3;1.0;26.1;15.0;69.8;0.4;4.5
2003-10-22;27.3;1.2;25.9;11.9;57.4;0.0;4.8
2003-10-23;27.8;1.6;26.9;13.4;56.8;0.0;5.2
2003-10-24;23.6;1.9;31.0;13.8;64.6;0.0;5.2
2003-10-25;7.2;2.3;25.6;17.9;90.0;7.4;1.9
2003-10-26;14.8;1.4;24.8;14.9;79.1;40.2;3.0
2003-10-27;27.6;2.5;20.3;7.9;62.5;0.0;4.5
2003-10-28;27.7;1.9;24.0;8.3;69.4;0.0;4.6
2003-10-29;27.7;1.5;26.6;10.0;76.2;0.0;4.7
2003-10-30;25.9;1.5;30.4;16.7;71.6;0.0;5.2
2003-10-31;12.1;1.9;25.5;13.1;85.1;0.0;2.6
2003-11-01;27.5;2.8;18.4;7.1;63.8;14.7;4.3
2003-11-02;29.0;2.0;18.9;3.3;63.0;0.0;4.2
2003-11-03;29.4;1.6;20.9;6.9;60.6;0.0;4.6
2003-11-04;23.6;1.7;23.1;9.0;68.2;0.0;4.1
2003-11-05;27.3;1.5;24.6;11.0;69.6;0.0;4.7
2003-11-06;26.9;1.3;26.5;13.6;69.3;0.0;4.9
2003-11-07;28.1;1.2;27.3;13.7;71.4;0.0;5.1
2003-11-08;27.8;1.2;29.5;15.3;65.9;0.0;5.4
2003-11-09;14.9;1.0;29.2;18.5;69.6;0.0;3.5
2003-11-10;28.9;1.3;30.7;17.6;66.1;0.0;5.8
2003-11-11;24.2;1.7;34.9;16.8;66.2;0.0;5.7
2003-11-12;8.0;2.4;29.0;16.4;83.8;32.4;2.5
2003-11-13;23.2;2.3;20.8;11.8;71.9;4.0;4.0
2003-11-14;29.4;1.4;22.6;8.5;70.4;0.0;4.7
2003-11-15;23.7;1.6;27.8;12.5;74.2;10.4;4.6
2003-11-16;8.0;1.2;22.0;17.5;91.6;5.4;1.8
2003-11-17;19.8;1.9;26.5;15.6;81.2;24.2;3.9
2003-11-18;19.5;2.3;22.2;13.5;82.4;41.2;3.4
2003-11-19;25.8;3.0;25.5;12.9;71.9;7.8;5.0
2003-11-20;30.7;1.4;21.2;11.5;62.3;0.2;4.9
2003-11-21;30.0;1.5;26.0;10.1;65.9;0.0;5.3
2003-11-22;29.8;1.7;32.0;16.1;60.9;0.0;6.3
2003-11-23;27.2;1.3;34.0;20.9;63.0;0.0;6.1
2003-11-24;7.9;1.8;25.9;16.6;90.4;23.6;2.0
2003-11-25;18.2;1.1;26.6;15.1;82.0;0.1;3.6
2003-11-26;25.6;1.0;29.7;18.2;78.8;0.1;5.0
2003-11-27;29.6;1.2;30.5;18.2;72.1;15.0;5.8
2003-11-28;19.2;0.8;27.8;17.7;66.7;0.0;4.0
2003-11-29;31.0;1.4;30.2;16.1;61.1;0.0;6.2
2003-11-30;12.0;1.9;23.6;16.8;83.8;1.3;2.6
2003-12-01;23.7;0.9;25.5;15.0;77.9;16.0;4.3
2003-12-02;25.4;1.2;30.4;14.0;72.8;0.7;5.1
2003-12-03;22.4;1.6;28.3;16.7;72.8;0.0;4.6
2003-12-04;24.7;2.2;28.6;16.5;77.6;0.0;5.0
2003-12-05;30.6;2.4;26.6;14.6;63.5;0.0;5.9
2003-12-06;31.8;1.1;25.0;10.7;58.2;0.0;5.4
2003-12-07;28.3;1.4;28.6;14.3;54.9;0.0;5.7
2003-12-08;12.4;1.5;22.9;16.1;81.0;0.6;2.7
2003-12-09;31.4;2.0;23.8;10.3;59.5;5.2;5.5
2003-12-10;31.5;2.2;28.6;11.5;59.8;0.0;6.3
2003-12-11;9.9;1.6;23.7;18.6;85.0;79.8;2.3
2003-12-12;30.5;2.0;23.6;11.8;67.7;22.4;5.2
2003-12-13;16.3;1.9;24.3;13.6;75.9;0.0;3.4
2003-12-14;15.6;1.8;27.2;18.2;83.3;0.0;3.4
2003-12-15;8.4;1.4;23.2;18.3;95.2;2.8;1.8
2003-12-16;28.4;2.0;21.3;12.2;69.1;31.7;4.7
2003-12-17;31.8;1.1;23.1;10.5;61.2;0.0;5.2
2003-12-18;30.0;1.6;27.1;10.5;71.8;0.0;5.4
2003-12-19;15.1;1.6;25.7;16.1;84.7;2.8;3.1
2003-12-20;8.7;1.6;23.6;18.0;91.9;18.5;1.9
2003-12-21;27.3;1.3;29.7;18.3;80.0;7.2;5.4
2003-12-22;14.1;2.1;25.2;16.7;81.8;13.4;3.1
2003-12-23;29.7;1.6;23.1;11.2;66.1;3.3;5.0
2003-12-24;24.7;2.1;25.2;12.1;72.9;0.0;4.6
2003-12-25;30.0;1.6;29.2;15.9;73.9;0.0;5.7
2003-12-26;29.1;2.8;28.8;15.0;74.1;0.0;5.8
2003-12-27;14.1;1.7;27.2;17.6;83.4;2.2;3.1
2003-12-28;23.7;2.0;23.7;16.6;80.2;13.6;4.3
2003-12-29;31.1;2.1;23.8;9.7;63.2;0.0;5.4
2003-12-30;28.7;1.2;28.6;12.4;71.5;0.0;5.3
2003-12-31;26.2;2.3;23.9;17.0;70.9;0.0;5.0
2004-01-01;30.6;2.1;22.7;10.7;66.9;0.0;5.1
2004-01-02;31.2;1.8;26.1;11.3;67.4;3.5;5.6
2004-01-03;30.2;1.5;29.5;12.6;66.5;0.0;5.8
2004-01-04;27.8;1.6;30.7;15.6;65.1;0.0;5.8
2004-01-05;25.6;1.3;33.0;19.6;64.1;0.0;5.7
2004-01-06;27.8;1.1;34.0;21.8;65.5;0.0;6.1
2004-01-07;27.5;1.2;32.8;19.3;71.9;1.1;5.8
2004-01-08;27.0;1.5;30.5;19.3;78.9;3.8;5.4
2004-01-09;27.8;1.5;31.5;19.6;73.7;0.6;5.8
2004-01-10;28.8;1.4;32.1;19.9;71.1;0.0;6.0
2004-01-11;27.3;2.0;28.7;20.3;72.4;0.0;5.6
2004-01-12;20.1;3.0;27.9;18.6;76.6;0.0;4.5
2004-01-13;24.2;2.7;28.4;17.5;70.8;1.8;5.3
2004-01-14;26.6;1.8;29.1;17.1;67.4;0.0;5.5
2004-01-15;25.5;1.8;32.6;19.7;66.3;0.0;5.8
2004-01-16;23.4;3.0;27.3;14.8;73.5;0.0;4.9
2004-01-17;25.0;2.2;30.4;16.4;73.7;0.0;5.3
2004-01-18;15.8;1.8;28.9;18.7;78.1;2.4;3.7
2004-01-19;13.8;2.1;27.8;19.3;79.6;2.3;3.3
2004-01-20;19.8;1.6;30.0;18.9;76.7;0.0;4.4
2004-01-21;19.9;1.5;28.9;19.0;82.7;14.7;4.1
2004-01-22;24.4;1.7;29.5;18.6;77.8;0.0;5.0
2004-01-23;21.9;2.2;29.5;19.0;77.8;0.0;4.7
2004-01-24;28.1;1.4;32.7;20.0;69.9;0.0;6.0
2004-01-25;29.6;1.5;30.3;18.1;67.4;0.0;6.0
2004-01-26;30.0;1.5;33.0;18.8;62.4;0.0;6.4
2004-01-27;29.8;1.7;31.9;18.4;66.3;0.0;6.3
2004-01-28;25.6;1.5;32.2;18.8;75.9;0.0;5.4
2004-01-29;25.0;1.0;34.6;22.3;69.6;0.0;5.6
2004-01-30;29.0;1.4;34.6;19.9;65.8;0.0;6.4
2004-01-31;25.3;2.3;35.6;21.0;73.3;0.0;6.1
2004-02-01;23.6;2.3;32.5;19.9;77.0;4.9;5.3
2004-02-02;26.5;1.5;31.6;18.9;72.2;0.1;5.5
2004-02-03;8.7;1.7;24.8;19.4;91.9;4.0;1.9
2004-02-04;19.5;1.1;29.8;20.1;81.9;28.6;4.0
2004-02-05;26.4;2.7;28.5;19.7;73.6;0.0;5.5
2004-02-06;27.5;2.6;27.0;15.4;66.8;0.0;5.5
2004-02-07;25.2;2.0;27.6;15.5;73.2;0.0;4.9
2004-02-08;28.2;2.5;29.8;15.5;71.1;0.0;5.7
2004-02-09;27.7;2.0;30.8;16.0;69.4;0.0;5.7
2004-02-10;26.2;1.4;32.1;16.9;64.5;0.0;5.5
2004-02-11;27.5;1.4;33.3;17.7;65.2;0.0;5.9
2004-02-12;27.1;1.7;34.3;18.4;61.8;0.0;6.1
2004-02-13;11.2;1.8;29.3;19.9;83.2;6.6;2.8
2004-02-14;13.7;1.7;25.2;18.9;83.8;29.9;2.9
2004-02-15;27.8;1.5;27.0;12.5;67.9;0.1;5.0
2004-02-16;26.8;1.5;29.7;16.4;65.0;0.0;5.4
2004-02-17;19.5;1.6;30.0;19.5;68.2;0.0;4.5
2004-02-18;26.5;1.2;27.6;14.8;65.2;0.0;4.9
2004-02-19;26.0;1.5;27.7;16.4;67.2;0.0;5.0
2004-02-20;27.7;1.4;26.0;13.5;60.1;0.0;5.0
2004-02-21;26.6;1.2;25.9;12.9;66.5;0.0;4.7
2004-02-22;26.7;1.7;25.6;13.0;68.8;0.0;4.7
2004-02-23;23.0;1.1;28.4;15.7;71.2;0.0;4.4
2004-02-24;23.9;1.6;26.7;14.8;71.1;0.0;4.5
2004-02-25;26.1;1.8;29.4;14.1;68.3;0.0;5.2
2004-02-26;25.8;1.4;31.5;15.6;67.4;0.0;5.2
2004-02-27;25.3;1.2;33.2;17.7;61.9;0.0;5.3
2004-02-28;20.5;1.8;27.7;16.1;71.4;0.0;4.2
2004-02-29;23.7;2.0;27.6;13.8;69.6;0.0;4.6
2004-03-01;24.9;1.7;29.6;13.7;69.4;2.3;4.9
2004-03-02;9.7;2.3;23.6;16.4;83.1;4.7;2.3
2004-03-03;25.8;1.5;27.0;13.5;61.2;10.7;4.8
2004-03-04;26.0;1.6;28.6;13.6;58.1;2.4;5.1
2004-03-05;24.4;1.6;31.5;13.1;70.2;0.0;4.9
2004-03-06;21.9;2.0;33.5;18.9;68.8;5.1;5.2
2004-03-07;8.7;1.1;23.7;17.9;87.9;26.8;1.9
2004-03-08;15.4;1.2;25.2;18.9;86.1;6.8;2.9
2004-03-09;23.5;1.1;29.2;18.4;73.6;0.2;4.5
2004-03-10;15.1;1.0;29.4;18.4;70.1;0.0;3.3
2004-03-11;12.0;1.8;26.0;17.0;73.0;0.0;3.0
2004-03-12;17.4;2.5;25.5;15.0;72.1;0.0;3.7
2004-03-13;13.9;1.7;26.4;17.5;81.8;0.0;2.9
2004-03-14;17.8;1.3;29.1;18.1;81.4;0.0;3.6
2004-03-15;17.0;2.2;27.4;17.9;77.4;0.0;3.6
2004-03-16;21.8;2.0;28.9;16.8;75.2;0.0;4.3
2004-03-17;21.4;2.0;27.7;16.0;73.6;0.0;4.2
2004-03-18;19.1;1.7;27.4;15.7;76.6;0.0;3.7
2004-03-19;21.2;1.7;27.6;15.0;73.9;0.1;4.0
2004-03-20;21.3;1.5;27.4;14.5;69.3;0.0;4.0
2004-03-21;21.6;1.4;26.6;14.5;70.6;0.0;3.9
2004-03-22;22.6;1.5;27.1;13.9;67.1;0.0;4.1
2004-03-23;22.8;1.4;29.6;13.5;67.4;0.0;4.3
2004-03-24;22.4;1.3;30.2;14.6;66.1;0.0;4.3
2004-03-25;22.3;1.3;31.3;14.6;62.2;0.0;4.4
2004-03-26;21.9;1.7;30.0;14.5;60.8;0.0;4.5
2004-03-27;20.8;1.5;29.8;15.8;67.0;0.0;4.1
2004-03-28;20.2;1.7;30.8;16.7;70.3;0.0;4.2
2004-03-29;15.8;1.7;28.5;17.5;74.9;0.0;3.3
2004-03-30;17.7;1.5;30.6;17.4;74.4;0.1;3.7
2004-03-31;13.1;1.6;30.9;17.6;74.2;0.0;3.2
2004-04-01;8.9;2.2;27.0;18.9;79.9;0.0;2.4
2004-04-02;6.9;1.2;25.0;19.2;88.1;7.2;1.6
2004-04-03;17.8;1.1;29.9;17.2;78.2;7.4;3.4
2004-04-04;17.7;1.5;30.8;18.3;75.8;0.0;3.6
2004-04-05;16.9;1.8;30.3;18.2;74.1;0.0;3.6
2004-04-06;18.2;1.7;33.2;17.8;74.2;0.3;4.0
2004-04-07;15.4;1.4;32.3;18.1;73.5;0.0;3.4
2004-04-08;14.4;1.4;29.1;19.0;80.2;4.4;2.9
2004-04-09;12.1;2.0;27.4;16.6;81.2;0.1;2.7
2004-04-10;13.1;2.9;25.6;16.0;72.3;0.0;3.2
2004-04-11;14.9;1.6;27.5;16.0;80.3;3.9;2.9
2004-04-12;17.4;1.4;31.6;17.5;74.8;0.0;3.5
2004-04-13;18.2;1.9;34.0;19.9;64.9;0.1;4.4
2004-04-14;18.1;1.8;33.7;21.5;64.7;0.0;4.3
2004-04-15;12.5;1.7;29.2;18.6;76.9;0.0;2.9
2004-04-16;11.8;1.9;31.3;19.3;81.2;2.0;2.8
2004-04-17;10.6;1.6;24.6;16.9;81.6;28.4;2.2
2004-04-18;14.3;1.5;24.8;12.1;81.4;0.1;2.5
2004-04-19;17.5;1.7;21.6;12.1;66.4;0.1;2.9
2004-04-20;18.0;1.1;20.3;8.5;59.8;0.0;2.6
2004-04-21;13.2;1.7;26.5;10.6;73.1;0.0;2.7
2004-04-22;5.5;2.6;22.3;17.3;89.6;29.4;1.4
2004-04-23;14.1;1.6;24.7;14.7;86.4;63.2;2.3
2004-04-24;13.7;1.9;18.1;11.2;77.3;0.1;2.1
2004-04-25;17.0;1.3;17.0;6.8;74.0;0.0;2.1
2004-04-26;17.0;1.1;18.7;7.2;73.5;0.0;2.1
2004-04-27;16.8;1.2;21.1;8.5;72.2;0.0;2.3
2004-04-28;14.5;1.4;25.9;10.5;75.5;0.0;2.5
2004-04-29;9.9;2.4;27.2;16.6;77.6;3.8;2.5
2004-04-30;14.0;1.9;18.0;11.1;73.4;15.5;2.1
2004-05-01;15.2;1.3;19.5;6.6;76.1;0.0;2.0
2004-05-02;14.7;1.1;22.8;10.6;79.6;0.1;2.1
2004-05-03;5.8;2.5;17.5;11.5;88.2;0.1;1.2
2004-05-04;8.5;3.4;18.0;12.5;87.5;1.3;1.5
2004-05-05;5.2;2.7;16.6;12.3;92.2;4.2;1.0
2004-05-06;6.5;2.8;15.7;12.5;94.9;19.8;1.0
2004-05-07;4.8;1.9;17.8;12.5;96.3;1.4;0.9
2004-05-08;7.4;1.3;20.1;14.6;90.6;0.6;1.3
2004-05-09;12.0;1.1;21.8;12.9;85.7;0.1;1.7
2004-05-10;11.3;0.9;23.0;13.8;82.2;0.0;1.7
2004-05-11;9.8;1.1;22.3;13.4;79.7;0.0;1.7
2004-05-12;11.1;1.1;22.2;14.1;81.8;0.1;1.7
2004-05-13;5.3;2.3;17.0;12.2;92.9;0.1;1.0
2004-05-14;5.7;2.7;14.4;9.9;93.0;4.8;0.9
2004-05-15;10.8;1.7;15.9;8.2;82.7;3.6;1.4
2004-05-16;12.2;1.1;15.4;6.6;74.9;0.0;1.5
2004-05-17;11.0;1.1;17.4;7.1;76.6;0.0;1.5
2004-05-18;13.7;1.7;13.3;3.9;76.2;0.0;1.5
2004-05-19;14.0;2.0;14.2;3.6;72.8;0.0;1.7
2004-05-20;13.2;2.7;14.5;3.5;77.2;0.0;1.7
2004-05-21;8.2;2.4;17.0;7.2;84.5;0.0;1.4
2004-05-22;10.7;2.3;20.9;11.4;83.9;0.0;1.7
2004-05-23;4.4;1.6;16.6;11.8;94.6;18.4;0.8
2004-05-24;8.0;1.1;16.2;8.8;90.8;3.7;1.0
2004-05-25;4.9;1.7;15.3;11.0;90.2;9.9;0.9
2004-05-26;12.2;2.6;16.9;10.1;80.8;2.9;1.6
2004-05-27;13.2;1.3;13.8;3.8;76.4;0.1;1.3
2004-05-28;13.4;1.2;14.1;3.6;79.5;0.0;1.3
2004-05-29;11.7;1.2;17.2;4.0;82.3;0.0;1.3
2004-05-30;11.7;1.2;18.4;9.0;83.9;0.1;1.4
2004-05-31;8.3;1.7;15.3;6.0;89.2;0.0;1.1
2004-06-01;6.0;1.7;15.6;8.7;90.6;0.1;0.9
2004-06-02;4.8;0.9;15.5;12.7;92.8;0.0;0.8
2004-06-03;5.5;1.6;15.5;10.3;92.1;0.0;0.9
2004-06-04;9.6;1.4;17.4;10.0;86.4;0.1;1.2
2004-06-05;11.2;1.5;19.5;7.8;79.7;0.1;1.5
2004-06-06;8.5;1.0;19.2;10.1;81.7;0.0;1.2
2004-06-07;12.0;1.4;16.1;5.4;83.1;0.0;1.2
2004-06-08;4.5;1.4;16.4;8.2;87.0;0.1;0.9
2004-06-09;11.4;2.3;21.2;11.6;83.8;0.1;1.7
2004-06-10;3.7;2.0;18.0;10.2;87.9;3.7;1.0
2004-06-11;9.6;2.1;10.9;4.6;82.3;5.1;1.1
2004-06-12;10.6;1.5;11.0;2.0;74.0;0.0;1.1
2004-06-13;11.9;1.8;14.6;-0.1;68.4;0.0;1.5
