datetime;Rs;u2;Tmax;Tmin;RH;pr;ETo
2015-01-07;6.7;2.0;24.8;20.4;89.9;14.0;1.8
2015-01-08;15.3;1.3;29.4;21.0;84.1;32.6;3.4
2015-01-09;15.4;2.2;30.8;22.4;85.6;2.4;3.6
2015-01-10;18.5;1.1;32.1;21.3;82.1;6.3;4.1
2015-01-11;11.1;1.5;27.2;20.6;86.1;12.4;2.6
2015-01-12;29.8;0.7;31.9;20.0;77.2;4.7;6.0
2015-01-13;24.0;2.6;34.3;21.4;75.8;2.5;5.8
2015-01-14;8.9;1.6;25.7;20.9;87.4;14.7;2.2
2015-01-15;19.8;1.8;28.2;19.9;79.8;10.8;4.2
2015-01-16;10.0;1.6;25.3;20.7;86.1;3.4;2.4
2015-01-17;26.6;1.6;31.6;21.0;78.4;2.4;5.6
2015-01-18;28.4;1.5;31.1;19.4;75.4;1.2;5.8
2015-01-19;28.7;1.9;33.7;20.5;75.2;3.4;6.3
2015-01-20;14.9;2.3;26.8;20.6;83.1;15.9;3.3
2015-01-21;29.8;2.5;27.7;16.4;71.1;0.0;5.8
2015-01-22;30.1;2.8;28.1;15.1;66.4;0.0;6.1
2015-01-23;28.0;2.4;30.4;17.2;67.8;0.0;6.0
2015-01-24;20.5;1.6;29.5;19.4;75.4;2.7;4.5
2015-01-25;22.6;1.1;30.8;19.1;74.0;0.0;4.7
2015-01-26;27.5;1.1;33.1;21.2;71.5;0.0;5.9
2015-01-27;26.2;1.5;34.2;22.2;73.5;0.0;5.9
2015-01-28;20.3;2.2;32.1;22.2;81.2;0.7;4.6
2015-01-29;26.0;3.1;26.7;18.9;75.2;8.5;5.2
2015-01-30;31.1;1.9;26.6;13.0;67.8;0.0;5.6
2015-01-31;28.1;2.1;29.1;15.4;71.1;0.0;5.6
2015-02-01;25.3;1.5;31.2;18.4;74.9;0.0;5.3
2015-02-02;28.1;1.6;32.1;20.5;73.9;0.0;5.9
2015-02-03;22.6;1.9;31.4;20.4;73.9;0.0;5.1
2015-02-04;21.0;1.4;30.7;22.0;76.6;0.0;4.6
2015-02-05;26.6;2.3;30.8;20.1;72.1;0.0;5.7
2015-02-06;27.0;1.8;30.1;18.2;72.2;0.0;5.5
2015-02-07;27.0;1.5;29.7;18.0;68.9;0.0;5.4
2015-02-08;29.1;1.5;30.5;17.2;66.0;0.0;5.8
2015-02-09;28.9;1.2;33.3;18.2;63.8;0.0;6.0
2015-02-10;10.4;1.3;29.0;20.0;83.2;1.8;2.6
2015-02-11;12.5;1.9;25.8;20.2;85.9;20.6;2.7
2015-02-12;25.0;1.2;30.3;18.2;76.8;0.5;4.9
2015-02-13;27.9;1.7;30.3;19.3;71.8;0.0;5.6
2015-02-14;27.9;2.7;29.1;17.2;70.9;0.0;5.7
2015-02-15;24.7;2.9;28.9;17.1;71.3;0.0;5.3
2015-02-16;25.0;2.6;29.8;17.9;70.2;0.0;5.4
2015-02-17;27.3;2.1;30.1;16.8;69.2;0.0;5.6
2015-02-18;25.8;2.1;32.0;18.9;69.7;0.0;5.7
2015-02-19;10.1;2.1;26.7;19.7;83.3;3.8;2.6
2015-02-20;24.3;2.3;27.4;17.6;74.2;9.2;4.8
2015-02-21;24.0;2.0;30.2;17.3;73.3;0.0;5.0
2015-02-22;19.8;2.1;30.3;20.2;78.2;3.8;4.4
2015-02-23;20.4;1.5;30.6;19.7;80.8;2.6;4.3
2015-02-24;25.3;1.2;31.3;18.7;76.4;0.0;5.0
2015-02-25;15.1;1.5;30.7;19.6;81.7;9.1;3.4
2015-02-26;10.4;1.6;26.2;19.4;85.8;34.7;2.4
2015-02-27;18.6;1.5;29.4;19.4;79.9;2.7;3.9
2015-02-28;27.0;2.1;28.8;16.3;69.6;0.0;5.3
2015-03-01;20.2;2.2;30.2;17.4;75.1;7.3;4.4
2015-03-02;22.3;2.2;30.9;20.3;79.4;19.2;4.7
2015-03-03;24.0;1.9;33.2;21.4;72.4;11.0;5.4
2015-03-04;16.1;1.7;30.0;21.7;83.6;41.4;3.5
2015-03-05;20.8;1.3;31.0;22.2;81.0;1.2;4.3
2015-03-06;19.3;2.1;29.3;20.2;76.8;0.0;4.2
2015-03-07;25.3;2.3;30.0;18.4;71.7;0.0;5.2
2015-03-08;25.8;2.0;30.8;16.9;71.8;0.0;5.2
2015-03-09;24.1;2.0;31.2;18.9;73.9;0.0;5.0
2015-03-10;19.3;2.3;30.1;19.9;75.4;0.0;4.3
2015-03-11;24.6;1.7;28.9;17.0;73.5;0.0;4.7
2015-03-12;24.2;1.5;29.3;16.4;72.2;0.0;4.6
2015-03-13;24.5;1.6;30.3;16.7;69.9;0.0;4.8
2015-03-14;22.7;1.3;32.2;17.8;70.2;0.0;4.7
2015-03-15;22.0;1.1;32.8;19.2;69.0;0.0;4.6
2015-03-16;23.1;1.6;31.9;19.0;69.8;0.0;4.8
2015-03-17;24.0;2.0;30.1;18.2;67.1;0.0;5.0
2015-03-18;24.2;2.0;30.4;16.1;67.0;0.0;5.0
2015-03-19;21.6;1.7;32.9;17.9;68.2;0.3;4.8
2015-03-20;14.8;1.5;32.1;19.4;73.9;1.3;3.6
2015-03-21;16.9;2.5;24.1;16.5;71.0;17.4;3.6
2015-03-22;19.5;2.1;21.6;9.6;65.8;0.0;3.5
2015-03-23;21.9;1.5;25.4;9.8;69.1;0.0;3.8
2015-03-24;18.7;1.4;28.8;12.4;69.8;0.0;3.7
2015-03-25;12.5;1.6;29.9;18.1;70.2;0.0;3.2
2015-03-26;3.6;2.3;23.6;15.7;83.2;0.5;1.6
2015-03-27;21.1;1.6;24.9;14.5;67.4;0.0;3.8
2015-03-28;14.6;1.4;25.5;12.9;72.2;0.0;2.9
2015-03-29;9.5;1.4;24.6;14.1;80.8;0.0;2.1
2015-03-30;18.1;1.9;27.2;15.1;78.8;2.4;3.4
2015-03-31;18.4;1.2;28.2;14.2;72.0;0.0;3.5
2015-04-01;21.5;1.0;27.2;10.6;66.2;0.0;3.6
2015-04-02;21.9;0.8;29.4;10.5;64.4;0.0;3.7
2015-04-03;21.4;0.9;31.5;13.0;61.9;0.0;3.9
2015-04-04;14.0;0.9;29.8;14.7;71.9;0.0;2.9
2015-04-05;12.3;2.1;26.4;18.4;79.9;14.9;2.7
2015-04-06;20.7;2.5;24.4;11.7;68.4;3.1;3.8
2015-04-07;20.8;2.0;24.1;10.7;67.5;0.0;3.6
2015-04-08;19.4;1.5;27.2;11.7;65.2;0.0;3.6
2015-04-09;19.5;1.0;29.9;13.5;66.3;0.0;3.5
2015-04-10;19.8;0.8;31.0;14.1;65.6;0.0;3.5
2015-04-11;19.2;1.1;30.9;14.0;66.7;0.0;3.6
2015-04-12;17.6;1.7;28.4;16.0;73.1;0.0;3.4
2015-04-13;17.9;1.8;28.3;15.2;69.7;0.0;3.5
2015-04-14;17.9;1.2;29.1;14.4;72.8;0.0;3.3
2015-04-15;12.2;1.8;27.6;16.8;79.1;0.0;2.6
2015-04-16;14.4;2.5;27.4;16.9;74.5;0.0;3.2
2015-04-17;7.0;2.8;25.3;16.4;85.6;2.3;1.9
2015-04-18;16.1;1.0;23.7;11.2;75.1;9.3;2.5
2015-04-19;15.4;1.4;28.0;10.3;73.3;0.3;2.9
2015-04-20;12.9;1.2;27.8;19.2;77.8;0.1;2.6
2015-04-21;16.5;2.2;24.8;14.9;72.8;0.0;3.1
2015-04-22;16.5;2.3;23.6;12.4;66.6;0.0;3.1
2015-04-23;10.8;1.6;23.3;11.2;74.4;0.0;2.2
2015-04-24;14.6;1.2;24.3;11.8;76.2;0.0;2.4
2015-04-25;16.9;0.9;25.2;9.2;67.8;0.0;2.5
2015-04-26;17.5;1.0;27.2;9.3;63.8;0.0;2.8
2015-04-27;16.7;1.1;27.1;11.1;66.4;0.0;2.8
2015-04-28;16.6;1.6;26.8;11.8;68.8;0.0;3.0
2015-04-29;15.8;2.7;23.3;13.1;68.4;0.0;3.1
2015-04-30;14.8;2.5;23.9;14.6;67.6;0.0;3.0
2015-05-01;14.0;1.8;24.5;11.1;74.3;0.0;2.5
2015-05-02;3.3;2.5;18.5;15.1;86.8;22.9;1.2
2015-05-03;5.2;1.7;17.7;11.9;86.4;47.4;1.2
2015-05-04;16.7;1.3;17.7;4.5;64.2;0.0;2.1
2015-05-05;15.6;0.7;19.8;4.9;68.4;0.0;1.8
2015-05-06;16.0;1.3;20.3;6.2;68.2;0.0;2.2
2015-05-07;15.7;2.1;18.7;4.8;68.8;0.0;2.3
2015-05-08;13.4;2.0;21.4;9.3;72.6;0.0;2.3
2015-05-09;7.5;0.9;22.7;11.8;82.7;1.0;1.4
2015-05-10;4.6;1.5;19.5;14.2;90.1;7.5;1.1
2015-05-11;11.6;2.5;21.2;12.1;82.2;1.3;2.0
2015-05-12;13.5;1.8;21.3;10.2;81.6;0.0;2.0
2015-05-13;13.8;2.1;23.5;12.0;77.4;0.0;2.3
2015-05-14;12.3;1.9;24.8;13.9;75.9;0.0;2.3
2015-05-15;11.6;1.3;25.4;15.7;76.1;0.0;2.1
2015-05-16;8.8;1.4;23.5;16.4;81.9;0.0;1.7
2015-05-17;13.9;1.5;26.2;15.5;80.1;0.0;2.3
2015-05-18;13.3;1.2;26.3;14.7;80.8;0.0;2.1
2015-05-19;12.2;1.1;24.7;14.3;84.5;0.0;1.8
2015-05-20;13.8;1.3;26.4;14.0;80.1;0.0;2.2
2015-05-21;13.1;2.0;28.3;16.1;75.9;0.0;2.6
2015-05-22;12.6;1.9;28.7;16.9;75.3;5.9;2.6
2015-05-23;2.6;2.8;23.2;19.3;86.9;6.0;1.3
2015-05-24;6.4;2.0;21.0;16.1;85.6;9.6;1.4
2015-05-25;10.6;2.2;21.4;12.5;81.2;0.0;1.8
2015-05-26;8.2;2.4;21.6;13.2;81.9;10.8;1.7
2015-05-27;3.0;3.9;17.1;13.4;88.4;0.0;1.1
2015-05-28;10.6;2.4;18.0;11.8;80.6;5.6;1.6
2015-05-29;11.0;0.7;18.0;7.1;84.6;0.0;1.2
2015-05-30;12.0;0.7;18.8;7.4;81.9;0.0;1.3
2015-05-31;13.3;0.6;19.6;6.2;77.9;0.0;1.4
2015-06-01;13.5;0.8;20.5;6.8;75.7;0.0;1.5
2015-06-02;12.6;1.2;20.6;7.2;79.9;0.0;1.5
2015-06-03;6.7;1.8;23.2;11.7;86.0;0.0;1.4
2015-06-04;6.7;0.8;24.0;16.5;87.6;3.0;1.2
2015-06-05;6.0;2.3;22.9;17.8;87.1;17.2;1.4
2015-06-06;12.4;3.1;28.0;17.5;73.9;2.5;2.9
2015-06-07;7.5;1.3;25.2;15.6;80.9;4.3;1.5
2015-06-08;2.9;1.8;19.1;15.2;91.6;2.1;0.9
2015-06-09;5.5;1.4;22.9;15.9;90.0;22.7;1.1
2015-06-10;3.6;1.4;20.1;15.7;91.8;0.0;0.9
2015-06-11;10.6;1.6;18.1;10.0;72.1;3.7;1.6
2015-06-12;13.7;0.6;14.8;3.0;72.9;0.4;1.1
2015-06-13;9.1;1.3;15.7;3.7;81.9;0.0;1.1
2015-06-14;12.5;1.3;16.7;8.6;77.0;0.0;1.4
2015-06-15;13.1;2.0;14.3;3.7;61.4;0.0;1.7
2015-06-16;12.9;1.9;17.7;3.7;64.3;0.0;1.8
2015-06-17;6.4;1.2;16.1;6.3;75.2;0.0;1.1
2015-06-18;12.4;2.7;12.5;5.4;75.1;0.1;1.5
2015-06-19;13.2;1.1;12.1;-0.1;73.4;0.0;1.1
2015-06-20;12.3;2.4;19.1;2.7;77.4;0.0;1.8
2015-06-21;3.4;0.8;16.2;11.1;88.8;0.0;0.8
2015-06-22;3.3;0.9;17.3;12.0;91.9;0.0;0.8
2015-06-23;12.0;2.4;14.2;6.8;81.1;15.2;1.3
2015-06-24;4.3;2.9;13.8;4.5;82.9;1.9;1.2
2015-06-25;11.9;2.4;20.9;10.1;81.1;0.2;1.7
2015-06-26;11.8;1.8;22.5;11.5;78.9;0.0;1.8
2015-06-27;12.0;1.5;23.2;12.9;78.7;0.0;1.8
2015-06-28;10.2;1.8;23.9;12.5;77.0;0.0;1.8
2015-06-29;3.0;1.8;19.3;14.8;88.5;16.9;1.0
2015-06-30;5.6;1.8;18.5;14.0;90.2;10.7;1.0
2015-07-01;12.6;1.6;16.8;8.0;84.4;0.0;1.3
2015-07-02;6.7;2.1;16.6;7.8;85.9;0.0;1.2
2015-07-03;4.8;1.8;15.3;10.7;87.6;5.3;1.0
2015-07-04;6.4;2.1;11.4;5.4;80.2;0.0;1.1
2015-07-05;13.5;1.6;15.9;0.9;81.2;0.0;1.4
2015-07-06;4.7;1.8;16.6;8.3;82.5;2.6;1.1
2015-07-07;4.9;1.9;17.1;11.9;85.8;2.5;1.1
2015-07-08;4.8;2.4;16.1;9.9;86.2;0.2;1.1
2015-07-09;8.7;0.7;18.4;8.9;86.8;0.0;1.1
2015-07-10;9.0;0.9;19.7;11.5;83.6;0.0;1.2
2015-07-11;7.9;1.0;19.9;11.7;85.6;0.0;1.2
2015-07-12;7.0;2.3;23.5;13.4;84.9;1.0;1.6
2015-07-13;2.5;2.2;19.7;14.7;92.1;5.6;0.9
2015-07-14;9.6;2.7;14.9;8.6;81.6;5.0;1.4
2015-07-15;13.4;1.1;14.7;5.0;69.3;0.0;1.4
2015-07-16;5.8;1.5;14.5;3.6;85.6;0.0;1.0
2015-07-17;6.2;1.2;17.2;10.1;90.2;0.0;1.0
2015-07-18;11.1;1.7;19.2;10.1;88.4;5.8;1.4
2015-07-19;2.2;1.7;18.3;14.5;94.1;4.8;0.7
2015-07-20;6.0;3.1;17.6;11.2;87.7;39.8;1.2
2015-07-21;10.8;1.6;14.8;7.3;81.2;0.0;1.3
2015-07-22;10.8;1.1;15.4;5.1;85.7;0.0;1.2
2015-07-23;8.1;1.3;17.2;7.9;83.6;0.0;1.2
2015-07-24;8.4;1.0;17.4;8.8;88.9;0.0;1.1
2015-07-25;9.3;1.4;20.4;11.1;81.4;0.0;1.5
2015-07-26;13.3;1.6;19.8;9.1;82.5;0.0;1.7
2015-07-27;13.8;1.7;21.2;10.6;82.6;0.0;1.9
2015-07-28;7.7;2.1;23.2;12.3;78.8;0.0;1.8
2015-07-29;7.3;1.8;27.2;15.8;73.3;0.0;2.1
2015-07-30;13.5;1.5;29.1;17.6;71.6;0.0;2.7
2015-07-31;7.6;3.0;27.4;16.3;72.4;0.0;2.7
2015-08-01;10.6;1.7;23.8;11.9;79.6;0.0;2.0
2015-08-02;8.8;2.9;28.9;17.4;68.1;0.0;3.1
2015-08-03;11.6;2.0;25.5;16.2;73.9;0.0;2.5
2015-08-04;6.2;2.8;21.1;14.7;85.3;0.0;1.5
2015-08-05;12.1;2.5;23.6;14.5;85.3;35.2;2.1
2015-08-06;13.3;4.2;30.0;17.1;67.4;0.6;4.2
2015-08-07;7.0;3.5;28.8;21.0;57.2;0.0;3.9
2015-08-08;11.3;2.5;30.1;21.7;60.4;0.0;3.6
2015-08-09;15.1;3.6;31.0;20.8;56.0;5.0;4.9
2015-08-10;7.8;3.5;24.9;16.8;67.9;0.0;3.0
2015-08-11;5.9;1.8;20.1;14.1;87.8;3.5;1.3
2015-08-12;10.8;1.8;27.7;16.3;83.8;10.5;2.2
2015-08-13;4.3;2.0;23.1;16.2;86.4;12.7;1.4
2015-08-14;5.9;0.9;20.2;14.6;89.6;4.4;1.2
2015-08-15;7.5;1.4;17.7;12.1;85.8;1.5;1.4
2015-08-16;9.1;2.5;18.9;9.2;86.4;2.2;1.6
2015-08-17;7.9;2.5;22.5;14.8;87.6;15.0;1.7
2015-08-18;3.6;1.3;19.4;15.7;92.6;37.7;0.9
2015-08-19;10.4;1.8;17.7;9.4;84.7;19.0;1.6
2015-08-20;8.9;1.9;17.5;10.1;82.6;0.4;1.6
2015-08-21;15.7;2.3;22.2;11.5;77.5;0.0;2.6
2015-08-22;3.9;2.1;19.7;14.0;83.4;0.0;1.4
2015-08-23;17.8;2.6;19.4;11.0;68.7;0.3;2.9
2015-08-24;17.3;2.5;17.1;4.6;75.6;4.1;2.4
2015-08-25;17.4;2.3;22.4;8.5;78.8;0.0;2.7
2015-08-26;3.2;2.8;18.9;14.3;89.3;1.9;1.1
2015-08-27;18.9;2.1;21.2;10.2;69.9;9.1;3.0
2015-08-28;17.9;1.4;22.1;6.8;64.4;0.0;2.8
2015-08-29;15.1;3.0;27.6;12.0;62.0;0.0;4.1
2015-08-30;18.5;1.9;30.1;15.4;66.0;0.0;3.9
2015-08-31;14.5;1.8;31.6;17.1;66.4;0.0;3.6
2015-09-01;13.4;4.5;24.2;11.2;70.8;0.0;3.6
2015-09-02;15.9;2.8;20.3;7.9;70.5;0.0;2.9
2015-09-03;18.0;2.2;20.6;10.1;73.9;0.0;2.9
2015-09-04;16.2;2.0;18.9;10.6;79.6;0.0;2.4
2015-09-05;18.9;1.8;19.1;8.9;75.6;0.0;2.7
2015-09-06;19.0;1.3;19.2;6.7;78.9;0.0;2.6
2015-09-07;16.7;1.3;21.8;7.3;74.9;0.0;2.6
2015-09-08;16.0;1.6;22.2;9.8;73.3;0.0;2.7
2015-09-09;19.4;0.8;23.6;8.1;70.5;0.0;2.9
2015-09-10;5.3;2.2;18.0;10.5;82.2;0.0;1.5
2015-09-11;21.9;2.3;15.0;3.7;62.5;6.3;3.0
2015-09-12;21.5;1.2;17.7;0.3;55.0;0.0;2.9
2015-09-13;21.3;1.9;21.8;4.7;52.7;0.0;3.7
2015-09-14;20.6;2.0;24.8;7.6;50.2;0.0;4.1
2015-09-15;17.0;2.7;29.3;11.6;52.6;0.0;4.8
2015-09-16;7.2;2.9;24.8;11.9;77.8;3.1;2.5
2015-09-17;8.4;3.6;17.2;11.1;86.1;0.0;1.7
2015-09-18;13.4;3.5;20.8;12.2;77.2;0.4;2.8
2015-09-19;4.9;3.1;17.7;14.1;83.2;0.0;1.6
2015-09-20;5.0;2.7;18.8;14.5;88.6;1.8;1.4
2015-09-21;10.5;2.7;25.0;16.2;86.9;15.9;2.3
2015-09-22;10.5;2.3;24.3;17.7;87.9;33.7;2.2
2015-09-23;16.1;2.6;28.6;18.0;79.0;7.7;3.6
2015-09-24;4.8;2.0;23.5;18.2;91.8;26.2;1.3
2015-09-25;17.5;2.4;22.0;14.5;81.6;3.0;3.0
2015-09-26;16.6;1.8;22.3;14.0;79.9;0.0;2.9
2015-09-27;20.1;1.8;21.2;12.2;75.9;0.0;3.3
2015-09-28;23.8;1.1;23.2;8.8;68.0;0.0;3.7
2015-09-29;10.8;1.2;21.1;12.8;76.3;0.0;2.2
2015-09-30;24.8;1.8;21.2;8.4;62.7;0.0;3.9
2015-10-01;22.6;2.4;26.7;10.0;68.9;0.0;4.4
2015-10-02;8.3;2.8;22.1;15.8;84.2;15.0;2.1
2015-10-03;18.6;3.1;16.7;9.7;68.4;3.6;3.2
2015-10-04;23.7;1.4;19.6;5.2;69.0;0.0;3.4
2015-10-05;22.4;2.7;23.7;10.8;65.3;0.0;4.3
2015-10-06;20.9;2.1;31.0;14.0;67.7;3.3;4.7
2015-10-07;5.3;2.8;25.8;18.7;89.9;37.5;1.6
2015-10-08;2.8;2.9;20.0;16.1;93.4;87.0;1.0
2015-10-09;4.2;4.7;16.1;12.3;89.7;23.7;1.3
2015-10-10;6.3;4.1;15.5;11.8;88.6;12.1;1.4
2015-10-11;8.0;3.6;15.3;11.4;90.2;17.2;1.5
2015-10-12;18.4;2.3;19.2;12.1;81.9;7.3;2.9
2015-10-13;25.7;1.4;22.4;8.5;72.7;0.0;4.0
2015-10-14;13.8;2.5;25.7;13.9;80.8;31.4;3.1
2015-10-15;24.2;2.7;25.3;17.0;79.2;9.7;4.4
2015-10-16;25.5;2.4;20.4;11.3;62.7;24.8;4.3
2015-10-17;21.0;2.9;18.1;10.5;61.8;0.0;3.8
2015-10-18;24.0;2.5;20.4;6.6;62.5;0.0;4.1
2015-10-19;8.0;2.6;19.6;12.7;81.1;9.9;2.0
2015-10-20;18.6;2.6;28.0;17.0;77.9;2.9;4.1
2015-10-21;22.1;2.7;24.3;12.3;74.6;0.2;4.1
2015-10-22;19.3;2.4;23.8;14.6;78.5;0.2;3.6
2015-10-23;28.0;2.2;24.9;12.7;71.4;0.0;4.9
2015-10-24;21.2;3.3;21.8;12.3;73.4;0.0;3.9
2015-10-25;4.4;3.1;17.9;12.0;83.4;4.0;1.6
2015-10-26;14.2;1.6;24.7;13.7;81.6;1.5;2.9
2015-10-27;24.1;1.8;27.4;16.5;80.6;0.0;4.5
2015-10-28;22.5;2.2;27.8;16.1;74.5;0.0;4.6
2015-10-29;25.4;2.0;32.3;16.4;72.1;4.2;5.5
2015-10-30;4.9;2.3;26.0;18.2;88.2;13.6;1.7
2015-10-31;13.9;3.0;21.2;16.2;84.6;49.3;2.7
2015-11-01;23.5;3.9;22.2;12.2;71.4;2.5;4.4
2015-11-02;7.2;3.6;18.9;13.4;80.4;0.0;2.1
2015-11-03;13.9;1.9;24.0;15.6;83.6;1.5;2.8
2015-11-04;5.2;3.2;20.3;16.0;90.0;10.0;1.5
2015-11-05;14.4;3.1;20.8;14.5;82.6;16.1;2.8
2015-11-06;30.3;1.9;23.9;10.2;67.2;0.0;5.1
2015-11-07;30.2;2.2;26.0;10.2;58.4;0.0;5.6
2015-11-08;28.1;1.7;29.0;13.7;67.2;0.0;5.5
2015-11-09;26.6;1.5;31.4;17.0;70.9;1.6;5.5
2015-11-10;9.8;2.2;27.3;20.4;83.3;7.3;2.6
2015-11-11;14.0;1.6;26.9;19.7;83.7;16.3;3.1
2015-11-12;10.0;2.9;25.1;19.6;84.8;17.5;2.5
2015-11-13;19.3;3.3;27.0;19.2;80.6;27.9;4.1
2015-11-14;27.8;2.7;24.9;15.6;67.9;0.0;5.3
2015-11-15;30.4;2.4;28.1;13.8;61.4;0.0;6.1
2015-11-16;4.4;2.6;22.5;15.7;82.5;1.8;1.8
2015-11-17;11.3;1.7;25.2;18.0;87.2;6.6;2.5
2015-11-18;19.2;0.9;27.0;16.5;81.6;0.0;3.7
2015-11-19;6.5;1.6;23.4;16.9;90.8;3.9;1.6
2015-11-20;20.6;2.9;21.0;13.0;74.6;12.9;3.8
2015-11-21;30.7;1.8;23.7;9.7;65.0;0.0;5.2
2015-11-22;31.3;1.8;27.2;13.3;61.3;0.0;5.9
2015-11-23;30.5;3.5;26.3;13.3;60.3;0.0;6.2
2015-11-24;25.5;3.7;24.9;12.5;67.1;0.0;5.2
2015-11-25;26.9;3.3;27.2;15.1;69.8;0.0;5.5
2015-11-26;11.6;2.8;25.9;17.7;81.9;1.5;2.9
2015-11-27;7.2;1.9;24.5;19.7;88.4;7.6;1.9
2015-11-28;28.8;2.6;25.8;18.1;69.4;6.3;5.6
2015-11-29;32.5;1.8;25.2;12.9;54.0;0.0;6.0
2015-11-30;29.5;1.8;26.5;12.0;54.3;0.0;5.7
2015-12-01;20.6;2.2;27.7;15.0;58.8;0.7;5.0
2015-12-02;13.2;2.4;25.4;17.9;80.0;1.0;3.1
2015-12-03;22.4;2.5;29.5;19.2;75.3;0.0;5.0
2015-12-04;25.9;1.6;30.9;20.5;73.7;0.0;5.5
2015-12-05;28.5;2.2;26.9;17.8;68.7;0.0;5.6
2015-12-06;28.8;2.0;25.2;15.9;63.9;0.0;5.5
2015-12-07;32.7;1.2;27.2;10.7;55.9;0.0;5.8
2015-12-08;32.2;2.0;31.8;13.6;55.8;0.0;6.9
2015-12-09;6.4;1.5;26.3;17.8;82.9;11.0;1.9
2015-12-10;30.8;0.9;29.6;15.8;70.1;12.2;5.8
2015-12-11;31.2;1.3;31.1;17.6;64.6;0.0;6.3
2015-12-12;28.9;2.1;33.2;20.3;66.6;9.1;6.6
2015-12-13;19.1;2.9;28.9;18.5;77.1;26.1;4.4
2015-12-14;7.4;2.2;25.3;19.3;86.6;1.2;2.1
2015-12-15;27.8;2.1;29.7;17.9;72.4;1.3;5.7
2015-12-16;32.5;2.5;29.1;15.5;61.3;0.0;6.7
2015-12-17;14.8;3.2;30.9;18.4;74.9;26.3;4.3
2015-12-18;7.7;2.2;24.1;19.4;87.7;84.2;2.0
2015-12-19;28.3;2.5;26.1;18.5;69.5;9.3;5.6
2015-12-20;31.4;3.0;27.4;15.4;68.3;0.0;6.2
2015-12-21;10.5;3.1;26.2;18.8;82.4;5.9;2.8
2015-12-22;8.1;3.4;22.8;19.3;91.7;165.6;1.8
2015-12-23;8.2;2.6;25.5;19.2;89.6;119.1;2.1
2015-12-24;13.0;1.7;25.6;20.7;88.0;9.0;2.8
2015-12-25;18.9;2.4;27.1;19.6;80.7;2.4;4.0
2015-12-26;18.4;1.8;27.5;18.5;80.1;0.0;3.9
2015-12-27;25.6;1.0;31.5;20.6;75.9;0.5;5.3
2015-12-28;24.9;1.5;32.6;22.0;75.6;0.0;5.5
2015-12-29;12.7;2.0;29.7;22.9;83.1;12.3;3.2
2015-12-30;19.1;1.8;31.2;23.3;85.6;12.3;4.2
2015-12-31;20.9;2.1;28.4;21.0;79.6;0.7;4.5
2016-01-01;20.2;2.5;29.0;20.8;76.4;0.0;4.6
2016-01-02;26.0;2.5;29.7;19.3;75.2;0.0;5.5
2016-01-03;28.9;2.9;31.7;20.1;73.6;0.0;6.3
2016-01-04;17.5;2.5;29.9;21.2;77.1;15.6;4.3
2016-01-05;13.4;2.4;27.4;22.4;89.9;31.2;2.9
2016-01-06;16.3;2.2;28.3;23.3;85.7;3.1;3.6
2016-01-07;24.1;2.6;28.2;20.8;76.7;4.1;5.1
2016-01-08;29.6;2.2;29.0;17.0;74.1;2.6;5.8
2016-01-09;28.0;2.2;29.1;19.2;72.2;0.0;5.8
2016-01-10;21.4;1.9;30.8;21.7;78.6;0.0;4.8
2016-01-11;23.1;1.7;31.6;22.8;78.6;0.0;5.1
2016-01-12;28.9;1.2;33.7;20.9;71.7;2.1;6.2
2016-01-13;22.4;2.5;30.0;21.8;68.9;0.0;5.4
2016-01-14;32.0;2.7;30.2;17.4;57.5;0.0;7.0
2016-01-15;31.9;1.7;31.5;15.6;57.3;0.0;6.6
2016-01-16;31.6;1.6;32.7;17.0;56.0;0.0;6.8
2016-01-17;31.7;1.4;34.4;18.6;56.4;0.0;6.9
2016-01-18;31.2;1.1;35.0;18.6;54.3;0.0;6.7
2016-01-19;30.2;1.9;33.6;20.4;64.2;0.0;6.8
2016-01-20;30.1;2.0;32.7;20.1;62.9;0.0;6.7
2016-01-21;30.5;2.1;32.6;19.9;61.7;1.1;6.8
2016-01-22;30.3;2.2;33.5;19.5;60.3;0.0;7.0
2016-01-23;29.5;1.2;36.0;20.0;58.3;0.0;6.6
2016-01-24;30.0;2.4;36.2;21.6;55.4;0.0;7.7
2016-01-25;14.5;1.6;30.4;20.8;64.2;0.0;4.0
2016-01-26;17.7;1.5;26.9;17.3;70.8;0.8;3.9
2016-01-27;30.5;1.8;29.3;16.0;64.1;0.3;6.0
2016-01-28;25.7;2.3;30.7;17.4;67.7;0.0;5.7
2016-01-29;17.1;1.9;32.8;21.4;78.2;7.3;4.2
2016-01-30;16.0;1.8;29.8;21.3;81.6;4.5;3.7
2016-01-31;26.6;2.2;29.8;20.6;71.8;6.6;5.6
2016-02-01;27.7;1.8;28.1;18.2;67.6;2.8;5.5
2016-02-02;27.7;1.5;29.0;14.9;64.4;0.0;5.5
2016-02-03;12.3;1.3;26.4;17.0;77.8;0.0;2.9
2016-02-04;23.4;0.8;30.8;19.0;75.9;0.0;4.7
2016-02-05;28.3;1.1;32.8;18.5;68.2;0.0;5.8
2016-02-06;27.9;2.2;32.3;20.0;66.0;0.0;6.3
2016-02-07;28.2;2.2;33.4;20.4;67.1;0.0;6.4
2016-02-08;12.9;2.3;32.9;23.0;77.1;1.5;3.7
2016-02-09;17.0;1.4;31.2;23.1;81.3;1.9;3.9
